subj_idx,block_order,block_label,Block_Trial,context,rt,response,Accuracy,Accuracy_inTime,stim,Response_Type,Reward_Amount,Data_Split,EEG_Stim_Time,EEG_Resp_Time,TF_Stim,TF_Fix
12061,1,B,135,OF,0.482,-1,0,0,0,NoLoss,0,1,839.2122,839.6942,-2.102860249,-0.380386514
12061,1,B,136,OF,0.493,1,1,0,1,Gain  ,-0.5,2,842.8982,843.3912,-1.109222336,1.901187903
12061,1,B,138,OF,0.306,-1,1,1,-1,NoLoss,1,2,850.4712,850.7772,0.260438443,2.812953699
12061,1,B,139,OF,0.403,0,1,0,0,Cntrl ,0,1,854.7252,855.1282,0.008223878,0.044377741
12061,1,B,140,OF,0.418,-1,1,0,-1,NoLoss,-0.5,1,858.5612,858.9792,-0.429471913,2.199504218
12061,1,B,141,OF,0.309,1,1,1,1,Gain  ,1,1,862.2312,862.5402,0.492443184,1.112780213
12061,1,B,142,OF,0.336,-1,1,1,-1,NoLoss,1,2,866.4682,866.8042,0.988772945,-0.901258049
12061,1,B,143,OF,0.293,1,1,1,1,Gain  ,1,2,870.0212,870.3143,-1.250086666,-1.888694535
12061,2,A,1,OO,0.399,2,0,0,-1,Cntrl ,-1,1,918.3452,918.7442,4.334993748,1.618185084
12061,2,A,2,OO,0.303,0,1,1,0,Cntrl ,0,1,922.1982,922.5012,2.214088569,1.858556894
12061,2,A,3,OO,0.252,1,1,1,1,Gain  ,1,1,925.7512,926.0032,5.280944954,4.528628972
12061,2,A,4,OO,0.349,2,0,0,-1,Cntrl ,-1,2,929.5212,929.8702,1.878777791,1.888814333
12061,2,A,5,OO,0.328,0,1,1,0,Cntrl ,0,2,933.6082,933.9362,2.261273934,1.247998071
12061,2,A,6,OO,0.26,1,1,1,1,Gain  ,1,2,937.2282,937.4882,2.275292109,3.366480095
12061,2,A,7,OO,0.348,-1,1,1,-1,NoLoss,1,1,941.2482,941.5962,2.138521922,0.246405683
12061,2,A,8,OO,0.379,0,1,1,0,Cntrl ,0,1,945.0172,945.3962,0.588701244,-0.436317889
12061,2,A,9,OO,0.274,1,1,1,1,Gain  ,1,1,948.8382,949.1122,1.936916821,0.107283338
12061,2,A,10,OO,0.456,-1,1,0,-1,NoLoss,-1,2,953.0412,953.4972,0.684460785,0.393465084
12061,2,A,11,OO,0.497,1,1,0,1,Gain  ,-1,2,957.4942,957.9912,-1.758449382,1.337305707
12061,2,A,12,OO,0.343,0,1,1,0,Cntrl ,0,2,961.3812,961.7242,-1.878634021,-0.057262842
12061,2,A,13,OO,0.327,-1,1,1,-1,NoLoss,1,1,965.5012,965.8282,-0.434515928,2.862771701
12061,2,A,14,OO,0.284,1,0,0,0,Gain  ,0,1,969.6552,969.9392,0.300172899,-0.389940346
12061,2,A,15,OO,0.332,1,1,1,1,Gain  ,1,1,973.9252,974.2571,0.592850434,0.45560571
12061,2,A,16,OO,0.446,0,1,0,0,Cntrl ,0,2,978.1952,978.6412,-0.845299998,1.701957119
12061,2,A,17,OO,0.36,1,1,1,1,Gain  ,1,2,982.5822,982.9422,-3.455140634,-2.308710011
12061,2,A,18,OO,0.491,-1,1,0,-1,NoLoss,-1,2,986.1182,986.6093,-0.919831763,0.339389348
12061,2,A,20,OO,0.318,1,1,1,1,Gain  ,1,1,993.5082,993.8262,-0.27406559,-1.509248296
